district,year,week_number,temp_mean,rainfall_total,rain_sum,wind_max
athurugiriya,2010,50,25.428571428571427,5.800000000000001,5.800000000000001,10.242857142857144
athurugiriya,2010,51,24.24285714285714,123.1,123.1,15.657142857142857
athurugiriya,2010,52,24.48,13.9,13.9,15.36
athurugiriya,2010,53,25.96666666666667,0.2,0.2,17.400000000000002
athurugiriya,2011,1,24.52857142857143,60.699999999999996,60.699999999999996,19.82857142857143
athurugiriya,2011,2,23.75714285714286,62.8,62.8,14.299999999999999
athurugiriya,2011,3,24.842857142857145,3.9,3.9,10.671428571428573
athurugiriya,2011,4,25.47142857142857,17.5,17.5,16.414285714285715
athurugiriya,2011,5,23.914285714285715,90.3,90.3,20.571428571428573
athurugiriya,2011,6,25.228571428571428,10.3,10.3,17.271428571428572
athurugiriya,2011,7,26.0,5.9,5.9,9.142857142857142
athurugiriya,2011,8,26.17142857142857,5.7,5.7,8.871428571428572
athurugiriya,2011,9,26.12857142857143,51.0,51.0,11.685714285714285
athurugiriya,2011,10,26.2,8.0,8.0,11.12857142857143
athurugiriya,2011,11,27.271428571428572,7.700000000000001,7.700000000000001,15.028571428571428
athurugiriya,2011,12,26.62857142857143,18.3,18.3,12.728571428571428
athurugiriya,2011,13,26.942857142857143,10.2,10.2,13.828571428571427
athurugiriya,2011,14,26.885714285714283,19.1,19.1,11.442857142857141
athurugiriya,2011,15,26.357142857142858,54.7,54.7,11.085714285714285
athurugiriya,2011,16,26.071428571428573,82.8,82.8,12.457142857142857
athurugiriya,2011,17,26.228571428571428,64.8,64.8,14.242857142857144
athurugiriya,2011,18,26.985714285714288,38.1,38.1,15.457142857142857
athurugiriya,2011,19,26.685714285714287,26.3,26.3,14.828571428571431
athurugiriya,2011,20,26.914285714285715,26.1,26.1,14.642857142857142
athurugiriya,2011,21,26.400000000000002,62.4,62.4,15.471428571428572
athurugiriya,2011,22,26.514285714285712,68.1,68.1,18.5
athurugiriya,2011,23,26.62857142857143,33.8,33.8,15.785714285714286
athurugiriya,2011,24,26.52857142857143,51.400000000000006,51.400000000000006,17.085714285714285
athurugiriya,2011,25,27.02857142857143,22.2,22.2,17.842857142857145
athurugiriya,2011,26,26.75714285714286,17.5,17.5,16.82857142857143
athurugiriya,2011,27,26.442857142857143,52.0,52.0,15.914285714285715
athurugiriya,2011,28,25.842857142857145,104.5,104.5,18.12857142857143
athurugiriya,2011,29,26.142857142857142,50.099999999999994,50.099999999999994,16.885714285714286
athurugiriya,2011,30,25.957142857142856,60.9,60.9,17.571428571428573
athurugiriya,2011,31,26.12857142857143,44.0,44.0,16.914285714285715
athurugiriya,2011,32,26.285714285714285,53.4,53.4,17.0
athurugiriya,2011,33,26.057142857142857,71.1,71.1,15.200000000000001
athurugiriya,2011,34,25.87142857142857,61.1,61.1,17.757142857142856
athurugiriya,2011,35,26.114285714285717,59.3,59.3,15.542857142857143
athurugiriya,2011,36,25.914285714285715,123.4,123.4,16.62857142857143
athurugiriya,2011,37,25.785714285714285,111.3,111.3,17.228571428571428
athurugiriya,2011,38,26.571428571428573,24.8,24.8,16.5
athurugiriya,2011,39,26.8,7.3,7.3,15.257142857142856
athurugiriya,2011,40,26.585714285714285,16.5,16.5,15.6
athurugiriya,2011,41,26.314285714285713,24.7,24.7,13.171428571428573
athurugiriya,2011,42,25.900000000000002,113.4,113.4,12.771428571428572
athurugiriya,2011,43,25.428571428571427,150.5,150.5,9.485714285714286
athurugiriya,2011,44,25.457142857142856,83.5,83.5,9.814285714285715
athurugiriya,2011,45,25.942857142857143,7.6000000000000005,7.6000000000000005,11.657142857142857
athurugiriya,2011,46,26.071428571428573,30.1,30.1,10.928571428571429
athurugiriya,2011,47,25.62857142857143,96.1,96.1,18.37142857142857
athurugiriya,2011,48,25.928571428571427,31.3,31.3,7.928571428571429
athurugiriya,2011,49,26.142857142857142,14.899999999999999,14.899999999999999,10.728571428571428
athurugiriya,2011,50,25.457142857142856,63.6,63.6,15.342857142857143
athurugiriya,2011,51,24.771428571428572,79.0,79.0,18.485714285714288
athurugiriya,2011,52,24.775000000000002,25.4,25.4,14.9625
athurugiriya,2012,1,25.5125,54.0,54.0,9.025
athurugiriya,2012,2,25.457142857142856,2.6999999999999997,2.6999999999999997,13.528571428571428
athurugiriya,2012,3,25.185714285714287,0.5,0.5,10.071428571428571
athurugiriya,2012,4,26.314285714285713,0.1,0.1,11.971428571428572
athurugiriya,2012,5,27.385714285714283,7.6,7.6,16.085714285714285
athurugiriya,2012,6,26.37142857142857,25.4,25.4,9.357142857142858
athurugiriya,2012,7,25.87142857142857,104.4,104.4,9.857142857142858
athurugiriya,2012,8,25.814285714285713,0.6,0.6,8.414285714285715
athurugiriya,2012,9,26.47142857142857,25.8,25.8,9.742857142857144
athurugiriya,2012,10,26.62857142857143,10.7,10.7,12.328571428571427
athurugiriya,2012,11,26.385714285714283,60.3,60.3,10.542857142857143
athurugiriya,2012,12,26.657142857142855,4.1,4.1,11.914285714285715
athurugiriya,2012,13,26.75714285714286,23.5,23.5,11.257142857142856
athurugiriya,2012,14,26.957142857142856,16.5,16.5,12.114285714285714
athurugiriya,2012,15,26.557142857142857,41.5,41.5,10.514285714285714
athurugiriya,2012,16,26.67142857142857,41.6,41.6,10.4
athurugiriya,2012,17,26.400000000000002,44.800000000000004,44.800000000000004,16.142857142857142
athurugiriya,2012,18,27.3,6.1,6.1,17.7
athurugiriya,2012,19,27.571428571428573,7.0,7.0,16.17142857142857
athurugiriya,2012,20,27.7,14.8,14.8,16.685714285714287
athurugiriya,2012,21,26.314285714285713,56.1,56.1,19.485714285714288
athurugiriya,2012,22,26.885714285714283,34.7,34.7,20.32857142857143
athurugiriya,2012,23,26.885714285714283,57.0,57.0,17.842857142857145
athurugiriya,2012,24,26.32857142857143,48.5,48.5,17.771428571428572
athurugiriya,2012,25,26.214285714285715,31.0,31.0,17.599999999999998
athurugiriya,2012,26,25.942857142857143,59.2,59.2,18.228571428571428
athurugiriya,2012,27,25.914285714285715,68.4,68.4,17.685714285714287
athurugiriya,2012,28,26.685714285714287,78.1,78.1,16.414285714285715
athurugiriya,2012,29,26.657142857142855,21.1,21.1,17.857142857142858
athurugiriya,2012,30,26.52857142857143,18.3,18.3,16.6
athurugiriya,2012,31,26.7,15.0,15.0,16.8
athurugiriya,2012,32,26.02857142857143,53.5,53.5,16.742857142857144
athurugiriya,2012,33,26.185714285714287,66.8,66.8,16.97142857142857
athurugiriya,2012,34,25.885714285714283,62.9,62.9,16.085714285714285
athurugiriya,2012,35,26.028571428571432,73.0,73.0,16.8
athurugiriya,2012,36,25.928571428571427,68.7,68.7,15.214285714285714
athurugiriya,2012,37,26.2,53.2,53.2,15.685714285714285
athurugiriya,2012,38,26.057142857142857,49.0,49.0,16.871428571428574
athurugiriya,2012,39,26.642857142857142,38.4,38.4,16.685714285714287
athurugiriya,2012,40,26.714285714285715,7.6,7.6,14.4
athurugiriya,2012,41,26.342857142857145,38.4,38.4,13.814285714285715
athurugiriya,2012,42,25.285714285714285,120.3,120.3,9.671428571428573
athurugiriya,2012,43,25.714285714285715,177.2,177.2,10.342857142857143
athurugiriya,2012,44,25.357142857142858,131.1,131.1,17.2
athurugiriya,2012,45,25.685714285714287,100.10000000000001,100.10000000000001,9.442857142857141
athurugiriya,2012,46,25.685714285714287,37.3,37.3,14.957142857142857
athurugiriya,2012,47,26.185714285714287,106.8,106.8,9.285714285714286
athurugiriya,2012,48,25.571428571428573,89.0,89.0,14.328571428571427
athurugiriya,2012,49,25.685714285714287,41.3,41.3,8.328571428571427
athurugiriya,2012,50,25.52857142857143,12.9,12.9,13.757142857142856
athurugiriya,2012,51,25.114285714285717,60.9,60.9,15.028571428571428
athurugiriya,2012,52,25.5,54.400000000000006,54.400000000000006,11.4
athurugiriya,2013,1,25.75,22.8,22.8,16.7125
athurugiriya,2013,2,25.285714285714285,100.8,100.8,17.45714285714286
athurugiriya,2013,3,25.25714285714286,0.0,0.0,14.828571428571431
athurugiriya,2013,4,26.25714285714286,2.3,2.3,18.314285714285713
athurugiriya,2013,5,27.157142857142855,0.0,0.0,15.428571428571429
athurugiriya,2013,6,26.75714285714286,14.4,14.4,9.442857142857141
athurugiriya,2013,7,25.814285714285713,77.1,77.1,12.885714285714286
athurugiriya,2013,8,26.12857142857143,9.399999999999999,9.399999999999999,11.942857142857141
athurugiriya,2013,9,26.928571428571427,0.0,0.0,11.885714285714286
athurugiriya,2013,10,26.457142857142856,75.4,75.4,9.585714285714285
athurugiriya,2013,11,26.7,37.9,37.9,10.014285714285714
athurugiriya,2013,12,27.071428571428573,87.1,87.1,9.714285714285714
athurugiriya,2013,13,27.0,49.4,49.4,9.428571428571429
athurugiriya,2013,14,27.771428571428572,9.3,9.3,11.328571428571427
athurugiriya,2013,15,27.514285714285712,22.6,22.6,10.585714285714285
athurugiriya,2013,16,27.928571428571427,13.1,13.1,12.928571428571429
athurugiriya,2013,17,27.400000000000002,32.6,32.6,11.214285714285714
athurugiriya,2013,18,26.685714285714287,75.8,75.8,12.414285714285715
athurugiriya,2013,19,27.400000000000002,44.0,44.0,14.085714285714285
athurugiriya,2013,20,27.2,48.7,48.7,16.085714285714285
athurugiriya,2013,21,26.599999999999998,54.1,54.1,19.3
athurugiriya,2013,22,26.157142857142855,120.5,120.5,19.2
athurugiriya,2013,23,26.12857142857143,89.2,89.2,19.085714285714285
athurugiriya,2013,24,25.914285714285715,85.6,85.6,19.7
athurugiriya,2013,25,25.842857142857145,133.9,133.9,18.514285714285712
athurugiriya,2013,26,25.714285714285715,69.8,69.8,15.042857142857143
athurugiriya,2013,27,26.157142857142855,44.8,44.8,17.185714285714287
athurugiriya,2013,28,26.014285714285712,66.10000000000001,66.10000000000001,17.942857142857143
athurugiriya,2013,29,25.814285714285713,48.5,48.5,17.071428571428573
athurugiriya,2013,30,25.771428571428572,69.3,69.3,16.37142857142857
athurugiriya,2013,31,26.3,72.80000000000001,72.80000000000001,19.042857142857144
athurugiriya,2013,32,25.97142857142857,16.3,16.3,19.62857142857143
athurugiriya,2013,33,25.87142857142857,12.700000000000001,12.700000000000001,16.857142857142858
athurugiriya,2013,34,26.32857142857143,25.2,25.2,17.614285714285714
athurugiriya,2013,35,26.228571428571428,31.4,31.4,14.828571428571427
athurugiriya,2013,36,25.5,63.1,63.1,16.142857142857142
athurugiriya,2013,37,25.400000000000002,113.7,113.7,18.914285714285715
athurugiriya,2013,38,25.985714285714288,75.8,75.8,20.099999999999998
athurugiriya,2013,39,26.457142857142856,9.6,9.6,15.9
athurugiriya,2013,40,26.114285714285717,18.2,18.2,15.957142857142857
athurugiriya,2013,41,26.37142857142857,33.2,33.2,16.985714285714288
athurugiriya,2013,42,25.842857142857145,120.1,120.1,14.185714285714285
athurugiriya,2013,43,25.928571428571427,47.2,47.2,15.728571428571428
athurugiriya,2013,44,25.585714285714285,143.8,143.8,9.842857142857143
athurugiriya,2013,45,25.885714285714283,31.6,31.6,7.514285714285713
athurugiriya,2013,46,25.642857142857142,20.5,20.5,13.657142857142858
athurugiriya,2013,47,25.771428571428572,58.3,58.3,9.414285714285715
athurugiriya,2013,48,25.75714285714286,15.1,15.1,9.785714285714286
athurugiriya,2013,49,25.314285714285713,31.099999999999998,31.099999999999998,18.114285714285714
athurugiriya,2013,50,25.357142857142858,35.8,35.8,10.62857142857143
athurugiriya,2013,51,25.514285714285712,2.5,2.5,17.442857142857143
athurugiriya,2013,52,25.571428571428573,1.5,1.5,17.771428571428572
athurugiriya,2014,1,25.775,5.4,5.4,16.825
athurugiriya,2014,2,26.057142857142857,26.7,26.7,12.0
athurugiriya,2014,3,26.271428571428572,11.799999999999999,11.799999999999999,13.799999999999999
athurugiriya,2014,4,27.214285714285715,0.0,0.0,16.814285714285713
athurugiriya,2014,5,27.314285714285713,12.6,12.6,17.271428571428572
athurugiriya,2014,6,27.042857142857144,0.0,0.0,13.5
athurugiriya,2014,7,27.2,0.2,0.2,11.9
athurugiriya,2014,8,28.142857142857142,7.3,7.3,10.299999999999999
athurugiriya,2014,9,28.599999999999998,4.5,4.5,10.828571428571427
athurugiriya,2014,10,28.02857142857143,17.9,17.9,10.228571428571428
athurugiriya,2014,11,28.7,1.2,1.2,10.114285714285714
athurugiriya,2014,12,27.5,45.5,45.5,9.700000000000001
athurugiriya,2014,13,28.285714285714285,2.0,2.0,10.528571428571428
athurugiriya,2014,14,27.585714285714285,80.8,80.8,11.928571428571429
athurugiriya,2014,15,27.24285714285714,17.2,17.2,11.042857142857143
athurugiriya,2014,16,27.17142857142857,16.099999999999998,16.099999999999998,10.37142857142857
athurugiriya,2014,17,26.914285714285715,101.19999999999999,101.19999999999999,10.857142857142858
athurugiriya,2014,18,26.5,92.1,92.1,11.757142857142856
athurugiriya,2014,19,26.47142857142857,86.89999999999999,86.89999999999999,15.028571428571428
athurugiriya,2014,20,27.62857142857143,15.700000000000001,15.700000000000001,15.885714285714286
athurugiriya,2014,21,27.24285714285714,32.1,32.1,16.4
athurugiriya,2014,22,26.67142857142857,40.9,40.9,16.185714285714287
athurugiriya,2014,23,27.12857142857143,52.900000000000006,52.900000000000006,17.142857142857142
athurugiriya,2014,24,27.271428571428572,55.00000000000001,55.00000000000001,16.771428571428572
athurugiriya,2014,25,27.042857142857144,27.0,27.0,19.014285714285712
athurugiriya,2014,26,26.885714285714283,27.1,27.1,17.842857142857145
athurugiriya,2014,27,26.714285714285715,42.1,42.1,19.214285714285715
athurugiriya,2014,28,26.62857142857143,36.2,36.2,19.314285714285713
athurugiriya,2014,29,26.657142857142855,19.5,19.5,16.814285714285713
athurugiriya,2014,30,26.657142857142855,45.8,45.8,16.9
athurugiriya,2014,31,26.271428571428572,56.6,56.6,17.32857142857143
athurugiriya,2014,32,26.25714285714286,49.5,49.5,16.014285714285712
athurugiriya,2014,33,25.74285714285714,86.8,86.8,17.34285714285714
athurugiriya,2014,34,25.642857142857142,63.0,63.0,16.614285714285714
athurugiriya,2014,35,26.542857142857144,13.600000000000001,13.600000000000001,17.385714285714286
athurugiriya,2014,36,25.414285714285715,80.4,80.4,16.771428571428572
athurugiriya,2014,37,26.042857142857144,53.8,53.8,17.0
athurugiriya,2014,38,26.542857142857144,31.9,31.9,18.785714285714285
athurugiriya,2014,39,25.9,50.5,50.5,14.142857142857142
athurugiriya,2014,40,25.814285714285713,92.5,92.5,10.385714285714286
athurugiriya,2014,41,26.071428571428573,76.9,76.9,16.057142857142857
athurugiriya,2014,42,25.557142857142857,180.1,180.1,12.557142857142859
athurugiriya,2014,43,25.857142857142858,98.4,98.4,9.785714285714286
athurugiriya,2014,44,25.542857142857144,73.9,73.9,10.62857142857143
athurugiriya,2014,45,25.857142857142858,61.3,61.3,10.771428571428572
athurugiriya,2014,46,25.942857142857143,53.2,53.2,8.428571428571429
athurugiriya,2014,47,25.485714285714288,117.0,117.0,10.62857142857143
athurugiriya,2014,48,24.842857142857145,61.400000000000006,61.400000000000006,17.142857142857142
athurugiriya,2014,49,25.557142857142857,22.299999999999997,22.299999999999997,12.557142857142859
athurugiriya,2014,50,25.714285714285715,82.2,82.2,7.114285714285714
athurugiriya,2014,51,25.228571428571428,155.4,155.4,10.985714285714286
athurugiriya,2014,52,23.885714285714283,206.4,206.4,18.12857142857143
athurugiriya,2015,1,25.65,1.1,1.1,9.925
athurugiriya,2015,2,25.657142857142855,0.9,0.9,14.514285714285714
athurugiriya,2015,3,26.228571428571428,3.1999999999999997,3.1999999999999997,12.571428571428571
athurugiriya,2015,4,27.214285714285715,0.1,0.1,12.014285714285714
athurugiriya,2015,5,27.157142857142855,16.7,16.7,13.728571428571428
athurugiriya,2015,6,27.0,9.3,9.3,15.799999999999999
athurugiriya,2015,7,26.285714285714285,30.799999999999997,30.799999999999997,10.457142857142857
athurugiriya,2015,8,26.7,0.0,0.0,11.0
athurugiriya,2015,9,27.071428571428573,32.5,32.5,10.357142857142858
athurugiriya,2015,10,27.571428571428573,9.6,9.6,9.485714285714286
athurugiriya,2015,11,27.228571428571428,63.3,63.3,7.471428571428571
athurugiriya,2015,12,27.414285714285715,3.1,3.1,9.4
athurugiriya,2015,13,27.914285714285715,59.3,59.3,11.6
athurugiriya,2015,14,27.071428571428573,77.0,77.0,10.957142857142857
athurugiriya,2015,15,27.014285714285712,50.7,50.7,9.842857142857143
athurugiriya,2015,16,26.985714285714288,32.7,32.7,9.714285714285714
athurugiriya,2015,17,26.728571428571428,97.1,97.1,10.671428571428573
athurugiriya,2015,18,27.114285714285717,32.1,32.1,11.214285714285714
athurugiriya,2015,19,26.685714285714287,86.8,86.8,11.257142857142856
athurugiriya,2015,20,26.74285714285714,44.5,44.5,15.485714285714286
athurugiriya,2015,21,27.114285714285717,53.9,53.9,20.099999999999998
athurugiriya,2015,22,27.285714285714285,46.1,46.1,16.95714285714286
athurugiriya,2015,23,26.842857142857145,50.3,50.3,15.485714285714284
athurugiriya,2015,24,27.042857142857144,28.2,28.2,16.3
athurugiriya,2015,25,26.814285714285713,58.8,58.8,16.914285714285715
athurugiriya,2015,26,26.82857142857143,72.9,72.9,16.8
athurugiriya,2015,27,26.642857142857142,54.6,54.6,16.014285714285712
athurugiriya,2015,28,26.957142857142856,62.5,62.5,20.3
athurugiriya,2015,29,26.714285714285715,42.5,42.5,20.685714285714287
athurugiriya,2015,30,26.157142857142855,62.7,62.7,15.342857142857143
athurugiriya,2015,31,26.52857142857143,15.799999999999999,15.799999999999999,16.614285714285714
athurugiriya,2015,32,26.571428571428573,37.7,37.7,18.02857142857143
athurugiriya,2015,33,26.82857142857143,30.6,30.6,16.22857142857143
athurugiriya,2015,34,26.67142857142857,33.1,33.1,14.157142857142857
athurugiriya,2015,35,26.12857142857143,40.2,40.2,17.314285714285713
athurugiriya,2015,36,26.32857142857143,35.3,35.3,16.442857142857143
athurugiriya,2015,37,26.228571428571428,50.5,50.5,14.228571428571428
athurugiriya,2015,38,26.25714285714286,81.2,81.2,18.97142857142857
athurugiriya,2015,39,26.071428571428573,84.60000000000001,84.60000000000001,14.314285714285715
athurugiriya,2015,40,25.771428571428572,77.0,77.0,15.12857142857143
athurugiriya,2015,41,26.314285714285713,42.199999999999996,42.199999999999996,13.257142857142856
athurugiriya,2015,42,26.157142857142855,313.5,313.5,10.485714285714286
athurugiriya,2015,43,25.885714285714283,193.7,193.7,10.257142857142856
athurugiriya,2015,44,25.342857142857145,110.7,110.7,15.042857142857144
athurugiriya,2015,45,25.75714285714286,98.0,98.0,9.785714285714286
athurugiriya,2015,46,25.37142857142857,103.9,103.9,13.657142857142857
athurugiriya,2015,47,26.085714285714285,64.9,64.9,10.557142857142859
athurugiriya,2015,48,26.314285714285713,38.9,38.9,11.471428571428572
athurugiriya,2015,49,25.657142857142855,84.4,84.4,10.471428571428572
athurugiriya,2015,50,25.942857142857143,110.9,110.9,5.928571428571429
athurugiriya,2015,51,25.942857142857143,81.0,81.0,7.642857142857143
athurugiriya,2015,52,26.37142857142857,0.7000000000000001,0.7000000000000001,14.314285714285715
athurugiriya,2015,53,26.775,15.5,15.5,13.4
athurugiriya,2016,1,26.885714285714283,6.3,6.3,14.142857142857142
athurugiriya,2016,2,26.614285714285717,0.0,0.0,14.742857142857144
athurugiriya,2016,3,27.657142857142855,6.6,6.6,8.642857142857142
athurugiriya,2016,4,27.457142857142856,2.8,2.8,14.114285714285716
athurugiriya,2016,5,28.12857142857143,0.0,0.0,14.200000000000001
athurugiriya,2016,6,28.542857142857144,1.4000000000000001,1.4000000000000001,10.142857142857142
athurugiriya,2016,7,27.442857142857143,26.8,26.8,10.771428571428572
athurugiriya,2016,8,28.314285714285713,6.7,6.7,9.257142857142856
athurugiriya,2016,9,28.657142857142855,13.2,13.2,10.114285714285714
athurugiriya,2016,10,28.571428571428573,9.5,9.5,10.685714285714285
athurugiriya,2016,11,29.014285714285712,4.1,4.1,12.985714285714286
athurugiriya,2016,12,29.67142857142857,4.800000000000001,4.800000000000001,13.614285714285714
athurugiriya,2016,13,28.62857142857143,18.0,18.0,10.314285714285715
athurugiriya,2016,14,28.7,23.2,23.2,11.671428571428573
athurugiriya,2016,15,29.271428571428572,16.2,16.2,12.857142857142858
athurugiriya,2016,16,28.614285714285717,22.1,22.1,13.285714285714286
athurugiriya,2016,17,28.74285714285714,51.5,51.5,11.228571428571428
athurugiriya,2016,18,27.87142857142857,35.699999999999996,35.699999999999996,10.242857142857144
athurugiriya,2016,19,26.47142857142857,433.20000000000005,433.20000000000005,11.171428571428573
athurugiriya,2016,20,26.985714285714288,174.8,174.8,19.657142857142855
athurugiriya,2016,21,27.042857142857144,85.1,85.1,16.8
athurugiriya,2016,22,26.814285714285713,68.3,68.3,17.342857142857145
athurugiriya,2016,23,26.814285714285713,83.7,83.7,18.47142857142857
athurugiriya,2016,24,26.957142857142856,48.6,48.6,19.785714285714285
athurugiriya,2016,25,26.67142857142857,41.9,41.9,20.7
athurugiriya,2016,26,26.82857142857143,23.599999999999998,23.599999999999998,16.47142857142857
athurugiriya,2016,27,27.014285714285712,34.6,34.6,18.3
athurugiriya,2016,28,26.357142857142858,30.5,30.5,16.771428571428572
athurugiriya,2016,29,26.314285714285713,31.200000000000003,31.200000000000003,18.385714285714283
athurugiriya,2016,30,25.857142857142858,72.8,72.8,15.985714285714286
athurugiriya,2016,31,26.914285714285715,10.4,10.4,18.457142857142856
athurugiriya,2016,32,26.771428571428572,19.3,19.3,18.557142857142857
athurugiriya,2016,33,26.657142857142855,21.2,21.2,20.17142857142857
athurugiriya,2016,34,26.214285714285715,51.6,51.6,18.228571428571428
athurugiriya,2016,35,25.75714285714286,54.4,54.4,17.685714285714287
athurugiriya,2016,36,26.142857142857142,10.9,10.9,17.942857142857143
athurugiriya,2016,37,26.32857142857143,40.400000000000006,40.400000000000006,18.142857142857142
athurugiriya,2016,38,26.52857142857143,21.0,21.0,19.87142857142857
athurugiriya,2016,39,26.428571428571427,21.7,21.7,18.228571428571428
athurugiriya,2016,40,26.642857142857142,9.7,9.7,16.97142857142857
athurugiriya,2016,41,26.842857142857145,28.5,28.5,15.728571428571428
athurugiriya,2016,42,26.342857142857145,33.6,33.6,15.585714285714285
athurugiriya,2016,43,26.142857142857142,45.2,45.2,14.299999999999999
athurugiriya,2016,44,25.514285714285712,91.7,91.7,11.6
athurugiriya,2016,45,26.071428571428573,37.6,37.6,8.628571428571428
athurugiriya,2016,46,25.599999999999998,160.0,160.0,9.214285714285714
athurugiriya,2016,47,26.157142857142855,43.8,43.8,12.442857142857141
athurugiriya,2016,48,25.185714285714287,1.7,1.7,11.914285714285715
athurugiriya,2016,49,26.25714285714286,12.6,12.6,14.771428571428572
athurugiriya,2016,50,26.2,2.8000000000000003,2.8000000000000003,13.257142857142856
athurugiriya,2016,51,25.585714285714285,6.6,6.6,11.414285714285715
athurugiriya,2016,52,26.45,20.499999999999996,20.499999999999996,14.233333333333334
athurugiriya,2016,53,26.599999999999998,1.3,1.3,17.866666666666667
athurugiriya,2017,1,25.942857142857143,0.2,0.2,16.785714285714285
athurugiriya,2017,2,26.114285714285717,0.0,0.0,12.657142857142857
athurugiriya,2017,3,26.87142857142857,4.4,4.4,16.7
athurugiriya,2017,4,25.7,68.3,68.3,11.957142857142857
athurugiriya,2017,5,25.385714285714283,49.199999999999996,49.199999999999996,12.228571428571428
athurugiriya,2017,6,25.885714285714283,0.2,0.2,10.642857142857142
athurugiriya,2017,7,27.342857142857145,21.3,21.3,15.785714285714286
athurugiriya,2017,8,26.157142857142855,12.0,12.0,10.1
athurugiriya,2017,9,26.400000000000002,39.6,39.6,12.385714285714286
athurugiriya,2017,10,26.842857142857145,18.3,18.3,12.685714285714285
athurugiriya,2017,11,26.557142857142857,40.0,40.0,10.057142857142859
athurugiriya,2017,12,27.0,2.5,2.5,11.614285714285714
athurugiriya,2017,13,26.7,29.400000000000002,29.400000000000002,10.085714285714285
athurugiriya,2017,14,27.17142857142857,19.8,19.8,12.685714285714285
athurugiriya,2017,15,27.25714285714286,41.6,41.6,13.414285714285715
athurugiriya,2017,16,28.04285714285714,9.9,9.9,14.671428571428573
athurugiriya,2017,17,27.62857142857143,13.2,13.2,14.171428571428573
