date,year,month,week_number,district,market,crop,price_rs_kg,season,season_encoded,extent_ha,production_t,yield_t_per_ha,annual_extent_ha,annual_production_t,annual_yield_t_per_ha,seasonal_extent_ha,seasonal_production_t,seasonal_yield_t_per_ha,agstat_source_used,temp_mean,rainfall_total,rain_sum,wind_max,inflation_rate,inflation_mom_change
1/1/2019,2019,1,1,nuwaraeliya,nuwaraeliya,cabbage,47.0,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,nuwaraeliya,nuwaraeliya,carrots,67.0,Maha,1,3553,80767,22.73,3553.0,80767.0,22.73205742,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,nuwaraeliya,nuwaraeliya,chili,174.0,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,nuwaraeliya,nuwaraeliya,eggplants,78.0,Maha,1,9877,134863,13.65,9877.0,134863.0,13.65424724,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,nuwaraeliya,nuwaraeliya,pumpkin,38.0,Maha,1,6863,97473,14.2,6863.0,97473.0,14.20268104,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,nuwaraeliya,nuwaraeliya,snake gourd,55.0,Maha,1,2361,29806,12.62,2361.0,29806.0,12.62431173,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,nuwaraeliya,nuwaraeliya,tomatoes,58.0,Maha,1,5869,77916,13.28,5869.0,77916.0,13.27585619,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,puttalam,puttalam,cabbage,48.0,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,25.35,0.3,0.3,18.1375,3.7,0.0
1/1/2019,2019,1,1,puttalam,puttalam,chili,220.0,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,25.35,0.3,0.3,18.1375,3.7,0.0
1/1/2019,2019,1,1,puttalam,puttalam,snake gourd,45.0,Maha,1,2361,29806,12.62,2361.0,29806.0,12.62431173,,,,annual,25.35,0.3,0.3,18.1375,3.7,0.0
1/1/2019,2019,1,1,thambuththegama,thambuththegama,beans,90.0,Maha,1,6461,65450,10.13,6461.0,65450.0,10.13001083,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,thambuththegama,thambuththegama,cabbage,56.0,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,thambuththegama,thambuththegama,carrots,84.0,Maha,1,3553,80767,22.73,3553.0,80767.0,22.73205742,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,thambuththegama,thambuththegama,chili,234.0,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,thambuththegama,thambuththegama,eggplants,70.0,Maha,1,9877,134863,13.65,9877.0,134863.0,13.65424724,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,thambuththegama,thambuththegama,pumpkin,12.4,Maha,1,6863,97473,14.2,6863.0,97473.0,14.20268104,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,thambuththegama,thambuththegama,snake gourd,45.0,Maha,1,2361,29806,12.62,2361.0,29806.0,12.62431173,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/1/2019,2019,1,1,thambuththegama,thambuththegama,tomatoes,54.0,Maha,1,5869,77916,13.28,5869.0,77916.0,13.27585619,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,colombo,colombo,beans,97.5,Maha,1,6461,65450,10.13,6461.0,65450.0,10.13001083,,,,annual,27.32857142857143,18.3,18.3,12.3,3.7,0.0
1/8/2019,2019,1,2,colombo,colombo,cabbage,42.0,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,27.32857142857143,18.3,18.3,12.3,3.7,0.0
1/8/2019,2019,1,2,colombo,colombo,carrots,71.66666667,Maha,1,3553,80767,22.73,3553.0,80767.0,22.73205742,,,,annual,27.32857142857143,18.3,18.3,12.3,3.7,0.0
1/8/2019,2019,1,2,colombo,colombo,chili,263.3333333,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,27.32857142857143,18.3,18.3,12.3,3.7,0.0
1/8/2019,2019,1,2,colombo,colombo,eggplants,85.33333333,Maha,1,9877,134863,13.65,9877.0,134863.0,13.65424724,,,,annual,27.32857142857143,18.3,18.3,12.3,3.7,0.0
1/8/2019,2019,1,2,colombo,colombo,pumpkin,15.41666667,Maha,1,6863,97473,14.2,6863.0,97473.0,14.20268104,,,,annual,27.32857142857143,18.3,18.3,12.3,3.7,0.0
1/8/2019,2019,1,2,colombo,colombo,snake gourd,47.5,Maha,1,2361,29806,12.62,2361.0,29806.0,12.62431173,,,,annual,27.32857142857143,18.3,18.3,12.3,3.7,0.0
1/8/2019,2019,1,2,colombo,colombo,tomatoes,61.53846154,Maha,1,5869,77916,13.28,5869.0,77916.0,13.27585619,,,,annual,27.32857142857143,18.3,18.3,12.3,3.7,0.0
1/8/2019,2019,1,2,dambulla,dambulla,beans,112.0,Maha,1,6461,65450,10.13,6461.0,65450.0,10.13001083,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,dambulla,dambulla,cabbage,38.6,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,dambulla,dambulla,carrots,86.0,Maha,1,3553,80767,22.73,3553.0,80767.0,22.73205742,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,dambulla,dambulla,chili,254.0,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,dambulla,dambulla,eggplants,96.0,Maha,1,9877,134863,13.65,9877.0,134863.0,13.65424724,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,dambulla,dambulla,pumpkin,11.6,Maha,1,6863,97473,14.2,6863.0,97473.0,14.20268104,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,dambulla,dambulla,snake gourd,41.0,Maha,1,2361,29806,12.62,2361.0,29806.0,12.62431173,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,dambulla,dambulla,tomatoes,61.0,Maha,1,5869,77916,13.28,5869.0,77916.0,13.27585619,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,kandy,kandy,beans,95.0,Maha,1,6461,65450,10.13,6461.0,65450.0,10.13001083,,,,annual,22.557142857142857,3.6,3.6,11.457142857142856,3.7,0.0
1/8/2019,2019,1,2,kandy,kandy,cabbage,47.0,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,22.557142857142857,3.6,3.6,11.457142857142856,3.7,0.0
1/8/2019,2019,1,2,kandy,kandy,carrots,95.0,Maha,1,3553,80767,22.73,3553.0,80767.0,22.73205742,,,,annual,22.557142857142857,3.6,3.6,11.457142857142856,3.7,0.0
1/8/2019,2019,1,2,kandy,kandy,chili,224.0,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,22.557142857142857,3.6,3.6,11.457142857142856,3.7,0.0
1/8/2019,2019,1,2,kandy,kandy,eggplants,94.0,Maha,1,9877,134863,13.65,9877.0,134863.0,13.65424724,,,,annual,22.557142857142857,3.6,3.6,11.457142857142856,3.7,0.0
1/8/2019,2019,1,2,kandy,kandy,pumpkin,22.4,Maha,1,6863,97473,14.2,6863.0,97473.0,14.20268104,,,,annual,22.557142857142857,3.6,3.6,11.457142857142856,3.7,0.0
1/8/2019,2019,1,2,kandy,kandy,snake gourd,45.0,Maha,1,2361,29806,12.62,2361.0,29806.0,12.62431173,,,,annual,22.557142857142857,3.6,3.6,11.457142857142856,3.7,0.0
1/8/2019,2019,1,2,kandy,kandy,tomatoes,65.0,Maha,1,5869,77916,13.28,5869.0,77916.0,13.27585619,,,,annual,22.557142857142857,3.6,3.6,11.457142857142856,3.7,0.0
1/8/2019,2019,1,2,keppetipola,keppetipola,beans,77.5,Maha,1,6461,65450,10.13,6461.0,65450.0,10.13001083,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,keppetipola,keppetipola,cabbage,35.0,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,keppetipola,keppetipola,carrots,59.5,Maha,1,3553,80767,22.73,3553.0,80767.0,22.73205742,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,keppetipola,keppetipola,chili,210.0,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,keppetipola,keppetipola,eggplants,75.5,Maha,1,9877,134863,13.65,9877.0,134863.0,13.65424724,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,keppetipola,keppetipola,pumpkin,34.5,Maha,1,6863,97473,14.2,6863.0,97473.0,14.20268104,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,keppetipola,keppetipola,tomatoes,55.0,Maha,1,5869,77916,13.28,5869.0,77916.0,13.27585619,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,meegoda,meegoda,beans,110.0,Maha,1,6461,65450,10.13,6461.0,65450.0,10.13001083,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,meegoda,meegoda,cabbage,49.0,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,meegoda,meegoda,carrots,105.0,Maha,1,3553,80767,22.73,3553.0,80767.0,22.73205742,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,meegoda,meegoda,chili,266.0,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,meegoda,meegoda,eggplants,94.0,Maha,1,9877,134863,13.65,9877.0,134863.0,13.65424724,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,meegoda,meegoda,pumpkin,18.4,Maha,1,6863,97473,14.2,6863.0,97473.0,14.20268104,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,meegoda,meegoda,snake gourd,58.33333333,Maha,1,2361,29806,12.62,2361.0,29806.0,12.62431173,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,meegoda,meegoda,tomatoes,68.0,Maha,1,5869,77916,13.28,5869.0,77916.0,13.27585619,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,nuwaraeliya,nuwaraeliya,beans,94.0,Maha,1,6461,65450,10.13,6461.0,65450.0,10.13001083,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,nuwaraeliya,nuwaraeliya,cabbage,47.0,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,nuwaraeliya,nuwaraeliya,carrots,103.0,Maha,1,3553,80767,22.73,3553.0,80767.0,22.73205742,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,nuwaraeliya,nuwaraeliya,chili,254.0,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,nuwaraeliya,nuwaraeliya,eggplants,68.0,Maha,1,9877,134863,13.65,9877.0,134863.0,13.65424724,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,nuwaraeliya,nuwaraeliya,pumpkin,28.0,Maha,1,6863,97473,14.2,6863.0,97473.0,14.20268104,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,nuwaraeliya,nuwaraeliya,snake gourd,55.0,Maha,1,2361,29806,12.62,2361.0,29806.0,12.62431173,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,nuwaraeliya,nuwaraeliya,tomatoes,49.0,Maha,1,5869,77916,13.28,5869.0,77916.0,13.27585619,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,puttalam,puttalam,cabbage,35.0,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,25.857142857142858,2.2,2.2,18.12857142857143,3.7,0.0
1/8/2019,2019,1,2,puttalam,puttalam,chili,230.0,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,25.857142857142858,2.2,2.2,18.12857142857143,3.7,0.0
1/8/2019,2019,1,2,puttalam,puttalam,snake gourd,45.0,Maha,1,2361,29806,12.62,2361.0,29806.0,12.62431173,,,,annual,25.857142857142858,2.2,2.2,18.12857142857143,3.7,0.0
1/8/2019,2019,1,2,thambuththegama,thambuththegama,beans,70.0,Maha,1,6461,65450,10.13,6461.0,65450.0,10.13001083,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,thambuththegama,thambuththegama,cabbage,51.0,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,thambuththegama,thambuththegama,carrots,112.0,Maha,1,3553,80767,22.73,3553.0,80767.0,22.73205742,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,thambuththegama,thambuththegama,chili,270.0,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,thambuththegama,thambuththegama,eggplants,74.0,Maha,1,9877,134863,13.65,9877.0,134863.0,13.65424724,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,thambuththegama,thambuththegama,pumpkin,12.4,Maha,1,6863,97473,14.2,6863.0,97473.0,14.20268104,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,thambuththegama,thambuththegama,snake gourd,43.0,Maha,1,2361,29806,12.62,2361.0,29806.0,12.62431173,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/8/2019,2019,1,2,thambuththegama,thambuththegama,tomatoes,55.0,Maha,1,5869,77916,13.28,5869.0,77916.0,13.27585619,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/15/2019,2019,1,3,colombo,colombo,beans,95.83333333,Maha,1,6461,65450,10.13,6461.0,65450.0,10.13001083,,,,annual,26.728571428571428,7.4,7.4,15.9,3.7,0.0
1/15/2019,2019,1,3,colombo,colombo,cabbage,33.92857143,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,26.728571428571428,7.4,7.4,15.9,3.7,0.0
1/15/2019,2019,1,3,colombo,colombo,carrots,64.16666667,Maha,1,3553,80767,22.73,3553.0,80767.0,22.73205742,,,,annual,26.728571428571428,7.4,7.4,15.9,3.7,0.0
1/15/2019,2019,1,3,colombo,colombo,chili,227.5,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,26.728571428571428,7.4,7.4,15.9,3.7,0.0
1/15/2019,2019,1,3,colombo,colombo,eggplants,77.85714286,Maha,1,9877,134863,13.65,9877.0,134863.0,13.65424724,,,,annual,26.728571428571428,7.4,7.4,15.9,3.7,0.0
1/15/2019,2019,1,3,colombo,colombo,pumpkin,16.66666667,Maha,1,6863,97473,14.2,6863.0,97473.0,14.20268104,,,,annual,26.728571428571428,7.4,7.4,15.9,3.7,0.0
1/15/2019,2019,1,3,colombo,colombo,snake gourd,46.66666667,Maha,1,2361,29806,12.62,2361.0,29806.0,12.62431173,,,,annual,26.728571428571428,7.4,7.4,15.9,3.7,0.0
1/15/2019,2019,1,3,colombo,colombo,tomatoes,57.5,Maha,1,5869,77916,13.28,5869.0,77916.0,13.27585619,,,,annual,26.728571428571428,7.4,7.4,15.9,3.7,0.0
1/15/2019,2019,1,3,dambulla,dambulla,beans,104.0,Maha,1,6461,65450,10.13,6461.0,65450.0,10.13001083,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/15/2019,2019,1,3,dambulla,dambulla,cabbage,36.0,Maha,1,4153,116577,28.07,4153.0,116577.0,28.07055141,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/15/2019,2019,1,3,dambulla,dambulla,carrots,81.0,Maha,1,3553,80767,22.73,3553.0,80767.0,22.73205742,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/15/2019,2019,1,3,dambulla,dambulla,chili,232.0,Maha,1,11000,60593,5.51,10981.0,60593.0,5.517985612,6611.0,33838.0,5.118438965,seasonal,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/15/2019,2019,1,3,dambulla,dambulla,eggplants,90.0,Maha,1,9877,134863,13.65,9877.0,134863.0,13.65424724,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
1/15/2019,2019,1,3,dambulla,dambulla,pumpkin,15.8,Maha,1,6863,97473,14.2,6863.0,97473.0,14.20268104,,,,annual,25.492524988497816,0.0,0.0,13.6260315447435,3.7,0.0
